epi_week;date;country;state;city;ibgeID;newDeaths;deaths;newCases;totalCases;deaths100k;totalCases100k;source;last_info_date
12;19/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
12;19/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;1;1;1;1;3,9029;3,9029;SES;02/10/2021
12;19/03/2020;Brazil;RJ;Niterói/RJ;3303302;1;1;1;7;0,19343;1,35401;SES;02/10/2021
12;19/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;0;0;1;56;0;0,8265;SES;02/10/2021
12;20/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
12;20/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;43;43;0;0,24906;SES;20/03/2020
12;20/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
12;20/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
12;20/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;0;7;0,19343;1,35401;SES;02/10/2021
12;20/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;0;0;0;56;0;0,8265;SES;02/10/2021
12;21/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
12;21/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;-39;4;0;0,02317;SES;21/03/2020
12;21/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
12;21/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
12;21/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;3;10;0,19343;1,93431;SES;02/10/2021
12;21/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;1;1;3;3;0,32558;0,97674;SES;02/10/2021
12;21/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;0;0;43;99;0;1,46113;SES;02/10/2021
13;22/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;22/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;-2;2;0;0,01158;SES;22/03/2020
13;22/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;22/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;22/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;0;10;0,19343;1,93431;SES;02/10/2021
13;22/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;22/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;0;0;69;168;0;2,4795;SES;02/10/2021
13;23/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;23/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;2;0;0,01158;SES;23/03/2020
13;23/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;23/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;23/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;0;10;0,19343;1,93431;SES;02/10/2021
13;23/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;23/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;1;1;44;212;0,01476;3,12889;SES;02/10/2021
13;23/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;3;3;0;0,27314;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;24/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;2;0;0,01158;SES;24/03/2020
13;24/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;1;1;0;0,19431;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;1;1;0;0,10759;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;2;12;0,19343;2,32117;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;2;3;64;276;0,04428;4,07346;SES;02/10/2021
13;24/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;0;3;0;0,27314;SES;02/10/2021
13;24/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;0;4;4;0;1,45494;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;25/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;-2;0;0;0;SES;25/03/2020
13;25/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;1;2;0;0,21518;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;7;19;0,19343;3,67518;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;1;1;0;0,7505;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;2;5;55;331;0,07379;4,8852;SES;02/10/2021
13;25/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;0;3;0;0,27314;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;1;1;0;1,2953;SES;02/10/2021
13;25/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;0;2;6;0;2,18241;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;1;1;0;0,19408;SES;02/10/2021
13;26/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;26/03/2020
13;26/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;0;2;0;0,21518;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;12;31;0,19343;5,99635;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;0;1;0;0,7505;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;1;6;37;368;0,08855;5,43128;SES;02/10/2021
13;26/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;0;3;0;0,27314;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;0;1;0;1,2953;SES;02/10/2021
13;26/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;0;1;7;0;2,54615;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;0;1;0;0,19408;SES;02/10/2021
13;27/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;27/03/2020
13;27/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;1;3;0;0,32277;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;0;1;1;0;0,40914;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;5;36;0,19343;6,96351;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;-1;0;0;0;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;0;6;63;431;0,08855;6,3611;SES;02/10/2021
13;27/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;1;4;0;0,36418;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;0;1;0;1,2953;SES;02/10/2021
13;27/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;1;1;2;9;0,36374;3,27362;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;0;1;0;0,19408;SES;02/10/2021
13;28/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;28/03/2020
13;28/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;0;3;0;0,32277;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;0;1;2;0;0,81828;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;0;1;1;0;2,1767;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;1;37;0,19343;7,15694;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Nova Iguaçu/RJ;3303500;0;0;1;1;0;0,12116;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;3;0,32558;0,97674;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;1;1;0;0,7505;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;3;9;58;489;0,13283;7,21711;SES;02/10/2021
13;28/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;0;4;0;0,36418;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;0;1;0;1,2953;SES;02/10/2021
13;28/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;1;2;11;0,36374;4,00109;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;1;2;0;0,38817;SES;02/10/2021
14;29/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;29/03/2020
14;29/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;2;5;0;0,53795;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;0;1;3;0;1,22742;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;0;0;1;0;2,1767;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Maricá/RJ;3302700;0;0;1;1;0;0,59642;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;2;39;0,19343;7,5438;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Nova Iguaçu/RJ;3303500;0;0;2;3;0;0,36347;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;1;4;0,32558;1,30232;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;0;1;0;0,7505;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Rio das Ostras/RJ;3304524;0;0;2;2;0;1,25369;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;4;13;27;516;0,19187;7,61561;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Seropédica/RJ;3305554;0;0;1;1;0;1,19273;SES;02/10/2021
14;29/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;2;6;0;0,54627;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;0;1;0;1,2953;SES;02/10/2021
14;29/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;1;0;11;0,36374;4,00109;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Angra dos Reis/RJ;3300100;0;0;1;1;0;0,4758;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;1;0;0,53985;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;0;2;0;0,38817;SES;02/10/2021
14;30/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;30/03/2020
14;30/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;0;5;0;0,53795;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;0;0;3;0;1,22742;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;0;0;1;0;2,1767;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Maricá/RJ;3302700;0;0;0;1;0;0,59642;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;8;47;0,19343;9,09124;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Nova Iguaçu/RJ;3303500;0;0;4;7;0;0,84809;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;0;4;0,32558;1,30232;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Queimados/RJ;3304144;0;0;1;1;0;0,65655;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;1;2;0;1,50101;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Rio Bonito/RJ;3304300;1;1;2;2;1,64123;3,28246;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Rio das Ostras/RJ;3304524;0;0;0;2;0;1,25369;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;0;13;37;553;0,19187;8,16169;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Seropédica/RJ;3305554;0;0;0;1;0;1,19273;SES;02/10/2021
14;30/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;1;7;0;0,63732;SES;02/10/2021
14;30/03/2020;Brazil;RJ;São João de Meriti/RJ;3305109;0;0;1;1;0;0,21124;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Teresópolis/RJ;3305802;0;0;1;1;0;0,53816;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;0;1;0;1,2953;SES;02/10/2021
14;30/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;1;0;11;0,36374;4,00109;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Angra dos Reis/RJ;3300100;0;0;0;1;0;0,4758;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;1;2;0;1,0797;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;0;2;0;0,38817;SES;02/10/2021
14;31/03/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;31/03/2020
14;31/03/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;0;5;0;0,53795;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;0;0;3;0;1,22742;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Macaé/RJ;3302403;0;0;1;1;0;0,37575;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;0;0;1;0;2,1767;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Maricá/RJ;3302700;0;0;1;2;0;1,19283;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Miguel Pereira/RJ;3302908;0;1;0;1;3,9029;3,9029;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Niterói/RJ;3303302;0;1;10;57;0,19343;11,02555;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Nova Iguaçu/RJ;3303500;0;0;0;7;0;0,84809;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Petrópolis/RJ;3303906;0;1;1;5;0,32558;1,6279;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Queimados/RJ;3304144;0;0;0;1;0;0,65655;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Resende/RJ;3304201;0;0;0;2;0;1,50101;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Rio Bonito/RJ;3304300;0;1;0;2;1,64123;3,28246;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Rio das Ostras/RJ;3304524;0;0;0;2;0;1,25369;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Rio de Janeiro/RJ;3304557;5;18;33;586;0,26566;8,64873;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Seropédica/RJ;3305554;0;0;0;1;0;1,19273;SES;02/10/2021
14;31/03/2020;Brazil;RJ;São Gonçalo/RJ;3304904;0;0;2;9;0;0,81941;SES;02/10/2021
14;31/03/2020;Brazil;RJ;São João de Meriti/RJ;3305109;0;0;0;1;0;0,21124;SES;02/10/2021
14;31/03/2020;Brazil;RJ;São Pedro da Aldeia/RJ;3305208;0;0;1;1;0;0,92975;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Teresópolis/RJ;3305802;0;0;0;1;0;0,53816;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Valença/RJ;3306107;0;0;0;1;0;1,2953;SES;02/10/2021
14;31/03/2020;Brazil;RJ;Volta Redonda/RJ;3306305;0;1;1;12;0,36374;4,36483;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Angra dos Reis/RJ;3300100;0;0;0;1;0;0,4758;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Arraial do Cabo/RJ;3300258;1;1;1;1;3,24391;3,24391;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Barra Mansa/RJ;3300407;0;0;0;2;0;1,0797;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Belford Roxo/RJ;3300456;0;0;1;3;0;0,58225;SES;02/10/2021
14;01/04/2020;Brazil;RJ;CASO SEM LOCALIZAÇÃO DEFINIDA/RJ;33;0;0;0;0;0;0;SES;01/04/2020
14;01/04/2020;Brazil;RJ;Campos dos Goytacazes/RJ;3301009;0;0;0;1;0;0,19431;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Duque de Caxias/RJ;3301702;0;0;1;6;0;0,64554;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Guapimirim/RJ;3301850;0;0;0;1;0;1,60707;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Itaboraí/RJ;3301900;0;0;1;4;0;1,63655;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Macaé/RJ;3302403;0;0;0;1;0;0,37575;SES;02/10/2021
14;01/04/2020;Brazil;RJ;Mangaratiba/RJ;3302601;0;0;0;1;0;2,1767;SES;02/10/2021
